case_id,slice_idx,slice_position,pa_voxels,pa_area_mm2,center_x,center_y
1001,36,0.16289592760180996,21,21.0,403.6190476190476,296.42857142857144
1001,37,0.167420814479638,64,64.0,405.84375,262.28125
1001,38,0.17194570135746606,136,136.0,394.7720588235294,175.22058823529412
1001,39,0.17647058823529413,258,258.0,385.7480620155039,171.27906976744185
1001,40,0.18099547511312217,279,279.0,383.5304659498208,195.49462365591398
1001,41,0.18552036199095023,314,314.0,384.3375796178344,200.56687898089172
1001,42,0.19004524886877827,360,360.0,383.5805555555556,198.20833333333334
1001,43,0.19457013574660634,385,385.0,383.0987012987013,201.56363636363636
1001,44,0.19909502262443438,407,407.0,381.75184275184273,202.44963144963145
1001,45,0.20361990950226244,494,494.0,373.35222672064776,185.14574898785426
1001,46,0.2081447963800905,466,466.0,371.48927038626607,183.17381974248926
1001,47,0.21266968325791855,478,478.0,368.47907949790795,177.5460251046025
1001,48,0.2171945701357466,474,474.0,367.7447257383966,171.3523206751055
1001,49,0.22171945701357465,464,464.0,369.5969827586207,171.81465517241378
1001,50,0.22624434389140272,452,452.0,367.69026548672565,172.81858407079645
1001,51,0.23076923076923078,442,442.0,366.2352941176471,177.84389140271495
1001,52,0.23529411764705882,443,443.0,367.3431151241535,188.71106094808127
1001,53,0.2398190045248869,447,447.0,367.4519015659955,199.2281879194631
1001,54,0.24434389140271492,478,478.0,370.14853556485355,219.00836820083683
1001,55,0.248868778280543,477,477.0,370.77148846960165,221.22431865828094
1001,56,0.25339366515837103,469,469.0,372.3368869936034,218.727078891258
1001,57,0.2579185520361991,475,475.0,373.76,224.01473684210526
1001,58,0.26244343891402716,490,490.0,371.4530612244898,223.47755102040816
1001,59,0.2669683257918552,478,478.0,368.30962343096235,221.22594142259413
1001,60,0.27149321266968324,448,448.0,367.63169642857144,216.74107142857142
1001,61,0.27601809954751133,437,437.0,365.5263157894737,208.1304347826087
1001,62,0.28054298642533937,442,442.0,363.4321266968326,204.83031674208144
1001,63,0.2850678733031674,464,464.0,362.11206896551727,204.31465517241378
1001,64,0.2895927601809955,497,497.0,362.53521126760563,199.95774647887325
1001,65,0.29411764705882354,528,528.0,362.0037878787879,202.63636363636363
1001,66,0.2986425339366516,584,584.0,361.07020547945206,209.87157534246575
1001,67,0.3031674208144796,639,639.0,360.3489827856025,210.6870109546166
1001,68,0.3076923076923077,672,672.0,358.6532738095238,210.9375
1001,69,0.31221719457013575,727,727.0,359.5557083906465,214.83768913342504
1001,70,0.3167420814479638,787,787.0,358.9123252858958,213.78271918678527
1001,71,0.3212669683257919,830,830.0,357.8120481927711,217.2746987951807
1001,72,0.3257918552036199,868,868.0,359.04608294930875,220.03801843317973
1001,73,0.33031674208144796,910,910.0,358.64285714285717,218.26703296703297
1001,74,0.334841628959276,983,983.0,355.3560528992879,206.4506612410987
1001,75,0.3393665158371041,1049,1049.0,345.4690181124881,182.3765490943756
1001,76,0.3438914027149321,1256,1256.0,336.81050955414014,162.66162420382165
1001,77,0.34841628959276016,1447,1447.0,333.78852798894263,159.96682791983415
1001,78,0.35294117647058826,1640,1640.0,334.780487804878,157.1829268292683
1001,79,0.3574660633484163,1731,1731.0,334.8151357596765,157.22414789139225
1001,80,0.36199095022624433,1723,1723.0,335.20081253627393,162.44399303540337
1001,81,0.3665158371040724,1485,1485.0,331.6538720538721,181.85791245791245
1001,82,0.37104072398190047,1438,1438.0,331.3796940194715,189.5528511821975
1001,83,0.3755656108597285,1557,1557.0,327.13166345536285,186.33076429030186
1001,84,0.38009049773755654,1595,1595.0,324.71222570532916,185.62633228840124
1001,85,0.38461538461538464,1560,1560.0,321.7365384615385,178.175
1001,86,0.3891402714932127,1577,1577.0,320.8750792644261,176.6163601775523
1001,87,0.3936651583710407,1603,1603.0,322.3842794759825,175.8633811603244
1001,88,0.39819004524886875,1616,1616.0,322.64356435643566,178.18316831683168
1001,89,0.40271493212669685,1598,1598.0,322.5694618272841,182.07571964956196
1001,90,0.4072398190045249,1716,1716.0,321.8304195804196,192.1486013986014
1001,91,0.4117647058823529,1892,1892.0,320.4053911205074,198.24735729386893
1001,92,0.416289592760181,1997,1997.0,317.6264396594892,210.23985978968452
1001,93,0.42081447963800905,2106,2106.0,315.9525166191833,225.42070275403609
1001,94,0.4253393665158371,2260,2260.0,316.437610619469,231.4446902654867
1001,95,0.4298642533936652,2344,2344.0,315.660409556314,231.74914675767917
1001,96,0.4343891402714932,2438,2438.0,316.69483182936835,235.13166529942575
1001,97,0.43891402714932126,2485,2485.0,318.8394366197183,235.63903420523138
1001,98,0.4434389140271493,2526,2526.0,318.70031670625497,227.9362628661916
1001,99,0.4479638009049774,2647,2647.0,318.6845485455232,219.36343029845108
1001,100,0.45248868778280543,2804,2804.0,317.54921540656204,210.49393723252496
1001,101,0.45701357466063347,3056,3056.0,316.48232984293196,205.6053664921466
1001,102,0.46153846153846156,3394,3394.0,318.8995285798468,210.03005303476723
1001,103,0.4660633484162896,3525,3525.0,320.6856737588652,221.1321985815603
1001,104,0.47058823529411764,3512,3512.0,317.1101936218679,218.02648063781322
1001,105,0.4751131221719457,3681,3681.0,315.7359413202934,219.19831567508828
1001,106,0.4796380090497738,4014,4014.0,313.4013452914798,220.02840059790734
1001,107,0.4841628959276018,4097,4097.0,313.45862826458387,221.61532828899195
1001,108,0.48868778280542985,4133,4133.0,308.41277522380835,216.09460440358095
1001,109,0.49321266968325794,4325,4325.0,301.3371098265896,209.09248554913296
1001,110,0.497737556561086,4620,4620.0,297.73874458874457,208.06969696969696
1001,111,0.502262443438914,4853,4853.0,296.9905213270142,208.28765711930765
1001,112,0.5067873303167421,4769,4769.0,295.88739777731183,214.3149507234221
1001,113,0.5113122171945701,4594,4594.0,294.8837614279495,225.2139747496735
1001,114,0.5158371040723982,4519,4519.0,291.7348971011286,232.8964372648816
1001,115,0.5203619909502263,4574,4574.0,292.225185832969,240.4459991254919
1001,116,0.5248868778280543,4696,4696.0,292.95080919931854,246.67781090289608
1001,117,0.5294117647058824,4983,4983.0,295.4653822998194,253.3955448524985
1001,118,0.5339366515837104,5105,5105.0,294.90381978452496,254.2564152791381
1001,119,0.5384615384615384,5290,5290.0,287.8640831758034,256.86767485822304
1001,120,0.5429864253393665,5590,5590.0,271.36171735241504,252.0830053667263
1001,121,0.5475113122171946,5929,5929.0,255.96491819868444,249.80974869286558
1001,122,0.5520361990950227,6392,6392.0,249.95244055068835,250.03879849812265
1001,123,0.5565610859728507,7036,7036.0,244.45437748720863,251.92794201250712
1001,124,0.5610859728506787,7916,7916.0,239.64754926730672,252.98168266801414
1001,125,0.5656108597285068,8772,8772.0,236.51778385772914,256.60476516187873
1001,126,0.5701357466063348,9196,9196.0,235.79317094388864,257.7832753371031
1001,127,0.5746606334841629,9633,9633.0,233.39624208450118,259.34402574483545
1001,128,0.579185520361991,9877,9877.0,231.15794269515035,257.9745874253316
1001,129,0.583710407239819,10115,10115.0,229.59871478002967,256.0691052891745
1001,130,0.5882352941176471,10470,10470.0,230.1922636103152,254.0989493791786
1001,131,0.5927601809954751,11281,11281.0,232.03341902313625,251.40492864107793
1001,132,0.5972850678733032,12198,12198.0,232.2895556648631,248.6224790949336
1001,133,0.6018099547511312,13358,13358.0,233.1280880371313,245.69860757598443
1001,134,0.6063348416289592,14166,14166.0,234.36015812508825,243.80460256953268
1001,135,0.6108597285067874,14723,14723.0,235.54982000950892,242.76798206887185
1001,136,0.6153846153846154,14886,14886.0,235.18158000806127,244.88391777509068
1001,137,0.6199095022624435,15007,15007.0,234.9007796361698,247.4978343439728
1001,138,0.6244343891402715,15302,15302.0,235.93138151875573,249.32695072539536
1001,139,0.6289592760180995,15715,15715.0,237.51473114858416,250.9760738148266
1001,140,0.6334841628959276,16022,16022.0,238.6762576457371,249.97459742853576
1001,141,0.6380090497737556,16422,16422.0,239.7251857264645,247.51059554256486
1001,142,0.6425339366515838,16693,16693.0,240.2660396573414,245.02444138261546
1001,143,0.6470588235294118,16914,16914.0,240.76717512120138,242.32210003547357
1001,144,0.6515837104072398,17260,17260.0,241.84455388180766,240.287775202781
1001,145,0.6561085972850679,17264,17264.0,242.93767377201112,241.89701112140872
1001,146,0.6606334841628959,17185,17185.0,244.3328484143148,245.77340704102414
1001,147,0.665158371040724,17580,17580.0,246.34971558589305,249.2655290102389
1001,148,0.669683257918552,17694,17694.0,248.4690290493953,254.16084548434497
1001,149,0.6742081447963801,17976,17976.0,250.89613929684023,259.44932131731196
1001,150,0.6787330316742082,18457,18457.0,253.04150186920953,263.41669827165845
1001,151,0.6832579185520362,18446,18446.0,253.09145614225307,265.36815569771227
1001,152,0.6877828054298643,18187,18187.0,253.53125859130148,265.6125254302524
1001,153,0.6923076923076923,17659,17659.0,254.08817033807125,265.124072710799
1001,154,0.6968325791855203,16990,16990.0,253.66909947027662,265.9534432018835
1001,155,0.7013574660633484,16416,16416.0,254.0487329434698,267.30902777777777
1001,156,0.7058823529411765,15738,15738.0,254.57510484178422,269.6574532977507
1001,157,0.7104072398190046,15023,15023.0,254.87938494308727,273.4866537975105
1001,158,0.7149321266968326,14296,14296.0,255.6314353665361,278.3659764969222
1001,159,0.7194570135746606,13271,13271.0,257.2771456559415,283.6900007535227
1001,160,0.7239819004524887,12212,12212.0,259.2679331804782,289.4121356043236
1001,161,0.7285067873303167,11680,11680.0,261.589897260274,291.1428082191781
